metro,order_ids,test_range,composition_type,scenario_type,excluded_eps_codename,scenario_label,group,n,denom,pct,baseline_pct,delta_pp,full_pool_n,removed_n,removed_pct,remaining_pool_n
dallas,448427,PSAT score 1190 - 1260,race,exclusion,"TX22, Dallas Co (w/o City of Dallas)","Excluding TX22, Dallas Co (w/o City of Dallas)",Hispanic,588,3373,17.432552623777053,18.323789692868296,-0.8912370690912432,3956,482,12.1840242669363,3474
dallas,448427,PSAT score 1190 - 1260,race,exclusion,"TX22, Dallas Co (w/o City of Dallas)","Excluding TX22, Dallas Co (w/o City of Dallas)","Two+, non-Hispanic",188,3373,5.573673287874295,5.25767829255596,0.3159949953183352,3956,482,12.1840242669363,3474
dallas,448427,PSAT score 1190 - 1260,race,exclusion,"TX22, Dallas Co (w/o City of Dallas)","Excluding TX22, Dallas Co (w/o City of Dallas)","White, non-Hispanic",1919,3373,56.89297361399348,54.73711608537221,2.1558575286212758,3956,482,12.1840242669363,3474
dallas,448427,PSAT score 1190 - 1260,race,exclusion,"TX23, Collin & Rockwall Co","Excluding TX23, Collin & Rockwall Co","Asian, non-Hispanic",373,2684,13.897168405365127,15.877147319104633,-1.9799789137395063,3956,1180,29.828109201213348,2776
dallas,448427,PSAT score 1190 - 1260,race,exclusion,"TX23, Collin & Rockwall Co","Excluding TX23, Collin & Rockwall Co","Black, non-Hispanic",179,2684,6.669150521609538,5.804268610098907,0.864881911510631,3956,1180,29.828109201213348,2776
dallas,448427,PSAT score 1190 - 1260,race,exclusion,"TX23, Collin & Rockwall Co","Excluding TX23, Collin & Rockwall Co",Hispanic,545,2684,20.305514157973175,18.323789692868296,1.9817244651048789,3956,1180,29.828109201213348,2776
dallas,448427,PSAT score 1190 - 1260,race,exclusion,"TX23, Collin & Rockwall Co","Excluding TX23, Collin & Rockwall Co","Two+, non-Hispanic",132,2684,4.918032786885246,5.25767829255596,-0.33964550567071417,3956,1180,29.828109201213348,2776
dallas,448427,PSAT score 1190 - 1260,race,exclusion,"TX23, Collin & Rockwall Co","Excluding TX23, Collin & Rockwall Co","White, non-Hispanic",1455,2684,54.21013412816692,54.73711608537221,-0.5269819572052867,3956,1180,29.828109201213348,2776
dallas,448427,PSAT score 1190 - 1260,race,exclusion,"TX24, West of Dallas/Ft. Worth Metroplex","Excluding TX24, West of Dallas/Ft. Worth Metroplex","Asian, non-Hispanic",485,2805,17.290552584670234,15.877147319104633,1.4134052655656006,3956,1076,27.199191102123354,2880
dallas,448427,PSAT score 1190 - 1260,race,exclusion,"TX24, West of Dallas/Ft. Worth Metroplex","Excluding TX24, West of Dallas/Ft. Worth Metroplex","Black, non-Hispanic",180,2805,6.417112299465241,5.804268610098907,0.6128436893663345,3956,1076,27.199191102123354,2880
dallas,448427,PSAT score 1190 - 1260,race,exclusion,"TX24, West of Dallas/Ft. Worth Metroplex","Excluding TX24, West of Dallas/Ft. Worth Metroplex",Hispanic,573,2805,20.427807486631018,18.323789692868296,2.104017793762722,3956,1076,27.199191102123354,2880
dallas,448427,PSAT score 1190 - 1260,race,exclusion,"TX24, West of Dallas/Ft. Worth Metroplex","Excluding TX24, West of Dallas/Ft. Worth Metroplex","Two+, non-Hispanic",147,2805,5.240641711229946,5.25767829255596,-0.017036581326014044,3956,1076,27.199191102123354,2880
dallas,448427,PSAT score 1190 - 1260,race,exclusion,"TX24, West of Dallas/Ft. Worth Metroplex","Excluding TX24, West of Dallas/Ft. Worth Metroplex","White, non-Hispanic",1420,2805,50.623885918003566,54.73711608537221,-4.113230167368641,3956,1076,27.199191102123354,2880
dallas,448427,PSAT score 1190 - 1260,firstgen,all,All Geomarkets,All Geomarkets,First-gen,860,3926,21.905247070809985,21.905247070809985,0,3956,0,0,3956
dallas,448427,PSAT score 1190 - 1260,firstgen,all,All Geomarkets,All Geomarkets,Not first-gen,3066,3926,78.09475292919001,78.09475292919001,0,3956,0,0,3956
dallas,448427,PSAT score 1190 - 1260,firstgen,exclusion,"TX19, City of Dallas","Excluding TX19, City of Dallas",First-gen,734,3447,21.293878735131997,21.905247070809985,-0.6113683356779873,3956,485,12.259858442871588,3471
dallas,448427,PSAT score 1190 - 1260,firstgen,exclusion,"TX19, City of Dallas","Excluding TX19, City of Dallas",Not first-gen,2713,3447,78.706121264868,78.09475292919001,0.6113683356779944,3956,485,12.259858442871588,3471
dallas,448427,PSAT score 1190 - 1260,firstgen,exclusion,"TX20, City of Fort Worth","Excluding TX20, City of Fort Worth",First-gen,731,3486,20.969592656339646,21.905247070809985,-0.9356544144703385,3956,447,11.299292214357937,3509
dallas,448427,PSAT score 1190 - 1260,firstgen,exclusion,"TX20, City of Fort Worth","Excluding TX20, City of Fort Worth",Not first-gen,2755,3486,79.03040734366036,78.09475292919001,0.9356544144703491,3956,447,11.299292214357937,3509
dallas,448427,PSAT score 1190 - 1260,firstgen,exclusion,"TX21, Irving, Arlington, & Grand Prairie","Excluding TX21, Irving, Arlington, & Grand Prairie",First-gen,749,3640,20.576923076923077,21.905247070809985,-1.328323993886908,3956,286,7.229524772497473,3670
dallas,448427,PSAT score 1190 - 1260,firstgen,exclusion,"TX21, Irving, Arlington, & Grand Prairie","Excluding TX21, Irving, Arlington, & Grand Prairie",Not first-gen,2891,3640,79.42307692307692,78.09475292919001,1.3283239938869116,3956,286,7.229524772497473,3670
dallas,448427,PSAT score 1190 - 1260,firstgen,exclusion,"TX22, Dallas Co (w/o City of Dallas)","Excluding TX22, Dallas Co (w/o City of Dallas)",First-gen,717,3448,20.79466357308585,21.905247070809985,-1.1105834977241358,3956,482,12.1840242669363,3474
dallas,448427,PSAT score 1190 - 1260,firstgen,exclusion,"TX22, Dallas Co (w/o City of Dallas)","Excluding TX22, Dallas Co (w/o City of Dallas)",Not first-gen,2731,3448,79.20533642691416,78.09475292919001,1.11058349772415,3956,482,12.1840242669363,3474
dallas,448427,PSAT score 1190 - 1260,firstgen,exclusion,"TX23, Collin & Rockwall Co","Excluding TX23, Collin & Rockwall Co",First-gen,692,2754,25.12708787218591,21.905247070809985,3.221840801375926,3956,1180,29.828109201213348,2776
dallas,448427,PSAT score 1190 - 1260,firstgen,exclusion,"TX23, Collin & Rockwall Co","Excluding TX23, Collin & Rockwall Co",Not first-gen,2062,2754,74.87291212781409,78.09475292919001,-3.2218408013759188,3956,1180,29.828109201213348,2776
dallas,448427,PSAT score 1190 - 1260,firstgen,exclusion,"TX24, West of Dallas/Ft. Worth Metroplex","Excluding TX24, West of Dallas/Ft. Worth Metroplex",First-gen,677,2855,23.71278458844133,21.905247070809985,1.8075375176313457,3956,1076,27.199191102123354,2880
dallas,448427,PSAT score 1190 - 1260,firstgen,exclusion,"TX24, West of Dallas/Ft. Worth Metroplex","Excluding TX24, West of Dallas/Ft. Worth Metroplex",Not first-gen,2178,2855,76.28721541155868,78.09475292919001,-1.8075375176313315,3956,1076,27.199191102123354,2880
